Timestep,EcoregionID,EcoregionName,LULC,Mean,Lower,Upper
2077,1,Coast Range,Shrubland,282.56375,276,288
2077,1,Coast Range,Water,3499,3499,3499
2077,1,Coast Range,Wetland,110.97625,109,112
2077,4,Cascades,Agriculture,11.8265625,3,26
2077,4,Cascades,Barren,76,76,76
2077,4,Cascades,Developed,47.995,37,77
2077,4,Cascades,Forest,1279.3853125,1257,1291
2077,4,Cascades,Grassland,9.2678125,7,11
2077,4,Cascades,Shrubland,42.5253125,40,44
2077,4,Cascades,SnowIce,6,6,6
2077,4,Cascades,Water,1,1,1
2077,4,Cascades,Wetland,3,3,3
2077,5,Sierra Nevada,Agriculture,179.78625,123,331
2077,5,Sierra Nevada,Barren,3045,3045,3045
2077,5,Sierra Nevada,Developed,791.338125,712,926
2077,5,Sierra Nevada,Forest,42868.5628125,42745,42972.025
2077,5,Sierra Nevada,Grassland,867.7996875,821,886
2077,5,Sierra Nevada,Shrubland,3102.7384375,3091,3109
2077,5,Sierra Nevada,SnowIce,10,10,10
2077,5,Sierra Nevada,Water,818,818,818
2077,5,Sierra Nevada,Wetland,160.7746875,159,162
2077,6,Oak Woodlands,Agriculture,7469.965,6329,9747.05
2077,6,Oak Woodlands,Barren,1296,1296,1296
2077,6,Oak Woodlands,Developed,20302.610625,18169,21760.025
2077,6,Oak Woodlands,Forest,34482.454375,33379.975,35476.025
2077,6,Oak Woodlands,Grassland,26271.7515625,24536,27848
2077,6,Oak Woodlands,Shrubland,9392.00875,8774.975,10065
2077,6,Oak Woodlands,Water,11315,11315,11315
2077,6,Oak Woodlands,Wetland,809.2096875,743,867
2077,7,Central Valley,Agriculture,29786.0384375,28432.95,31284
2077,7,Central Valley,Barren,305,305,305
2077,7,Central Valley,Developed,6809.3746875,5674,7927
2077,7,Central Valley,Forest,314.88375,254,378.0250000000001
2077,7,Central Valley,Grassland,7160.9665625,5419,8415
2077,7,Central Valley,Shrubland,178.970625,129,245
2077,7,Central Valley,Water,431,431,431
2077,7,Central Valley,Wetland,1106.7659375,963.975,1250.025
2077,8,SoCal Mtns.,Agriculture,179.5259375,86,307
2077,8,SoCal Mtns.,Barren,148,148,148
2077,8,SoCal Mtns.,Developed,1253.708125,1e3,1476
2077,8,SoCal Mtns.,Forest,11534.93125,11399,11670
2077,8,SoCal Mtns.,Grassland,1663.46625,1576,1754.025
2077,8,SoCal Mtns.,Shrubland,3026.0275,2905,3150
2077,8,SoCal Mtns.,Water,316,316,316
2077,8,SoCal Mtns.,Wetland,68.3409375,64,74
2077,9,East Cascades,Agriculture,1609.3471875,1525,1699
2077,9,East Cascades,Barren,169,169,169
2077,9,East Cascades,Developed,207.4615625,199,231
2077,9,East Cascades,Forest,12180.58,12129,12222
2077,9,East Cascades,Grassland,2802.444375,2747,2852
2077,9,East Cascades,Shrubland,2975.034375,2949,3e3
2077,9,East Cascades,Water,534,534,534
2077,9,East Cascades,Wetland,178.1325,161,196.0250000000001
2077,13,Central B&R,Agriculture,232.5871875,181,266
2077,13,Central B&R,Barren,277,277,277
2077,13,Central B&R,Developed,127.186875,123,133
2077,13,Central B&R,Forest,4655.8275,4642,4673
2077,13,Central B&R,Grassland,504.7384375,496,522
2077,13,Central B&R,Shrubland,7019.3690625,7006,7040
2077,13,Central B&R,Water,226,226,226
2077,13,Central B&R,Wetland,78.2909375,78,80
2077,14,Mojave B&R,Agriculture,445.8215625,285.97499999999997,651
2077,14,Mojave B&R,Barren,7493,7493,7493
2077,14,Mojave B&R,Developed,2114.5559375,1729,2495.025
2077,14,Mojave B&R,Forest,4525.7665625,4469,4568
2077,14,Mojave B&R,Grassland,787.8996875,639,880
2077,14,Mojave B&R,Shrubland,61070.1153125,60689,61369
2077,14,Mojave B&R,Water,40,40,40
2077,14,Mojave B&R,Wetland,41.8409375,39,45
2077,78,Klamath Mtns.,Agriculture,602.9378125,458,845.0250000000001
2077,78,Klamath Mtns.,Barren,67,67,67
2077,78,Klamath Mtns.,Developed,419.1590625,401,468
2077,78,Klamath Mtns.,Forest,28816.7153125,28729,28869
2077,78,Klamath Mtns.,Grassland,1340.7946875,1229,1415
2077,78,Klamath Mtns.,Shrubland,1511.135,1471.975,1536.025
2077,78,Klamath Mtns.,SnowIce,12,12,12
2077,78,Klamath Mtns.,Water,124,124,124
2077,78,Klamath Mtns.,Wetland,37.258125,32,43
2077,80,Northern B&R,Agriculture,381.66375,329,433
2077,80,Northern B&R,Barren,414,414,414
2077,80,Northern B&R,Developed,54.913125,54,59
2077,80,Northern B&R,Forest,1700.3421875,1687,1716
2077,80,Northern B&R,Grassland,161.7603125,152,172
2077,80,Northern B&R,Shrubland,3338.350625,3313,3367
2077,80,Northern B&R,Water,303,303,303
2077,80,Northern B&R,Wetland,50.97,38,65
2077,81,Sonoran B&R,Agriculture,2428.8303125,2112.975,2671
2077,81,Sonoran B&R,Barren,5807,5807,5807
2077,81,Sonoran B&R,Developed,1447.0671875,1062,1881
2077,81,Sonoran B&R,Forest,203.45875,185,240
2077,81,Sonoran B&R,Grassland,264.9925,253,279
2077,81,Sonoran B&R,Shrubland,16997.22375,16654,17593
2077,81,Sonoran B&R,Water,1048,1048,1048
2077,81,Sonoran B&R,Wetland,84.4275,63,137.0250000000001
2078,1,Coast Range,Agriculture,294.1834375,262,368
2078,1,Coast Range,Barren,58,58,58
2078,1,Coast Range,Developed,845.9596875,762,913
2078,1,Coast Range,Forest,11115.1890625,11013,11202
2078,1,Coast Range,Grassland,750.1825,724,770
2078,1,Coast Range,Shrubland,282.514375,276,288
2078,1,Coast Range,Water,3499,3499,3499
2078,1,Coast Range,Wetland,110.9709375,109,112
2078,4,Cascades,Agriculture,11.87,3,26
2078,4,Cascades,Barren,76,76,76
2078,4,Cascades,Developed,48.0978125,37,78
2078,4,Cascades,Forest,1279.255625,1257,1291
2078,4,Cascades,Grassland,9.261875,7,11
2078,4,Cascades,Shrubland,42.5146875,40,44
2078,4,Cascades,SnowIce,6,6,6
2078,4,Cascades,Water,1,1,1
2078,4,Cascades,Wetland,3,3,3
2078,5,Sierra Nevada,Agriculture,181.5015625,123,335
2078,5,Sierra Nevada,Barren,3045,3045,3045
2078,5,Sierra Nevada,Developed,792.97625,712,931
2078,5,Sierra Nevada,Forest,42866.1121875,42740,42972
2078,5,Sierra Nevada,Grassland,867.1196875,820,886
2078,5,Sierra Nevada,Shrubland,3102.5446875,3090,3109
2078,5,Sierra Nevada,SnowIce,10,10,10
2078,5,Sierra Nevada,Water,818,818,818
2078,5,Sierra Nevada,Wetland,160.745625,159,162
2078,6,Oak Woodlands,Agriculture,7501.26,6344,9819.05
2078,6,Oak Woodlands,Barren,1296,1296,1296
2078,6,Oak Woodlands,Developed,20336.67875,18172.95,21854
2078,6,Oak Woodlands,Forest,34461.6771875,33350,35472
2078,6,Oak Woodlands,Grassland,26239.3653125,24480,27839.050000000003
2078,6,Oak Woodlands,Shrubland,9380.4684375,8757,10062
2078,6,Oak Woodlands,Water,11315,11315,11315
2078,6,Oak Woodlands,Wetland,808.5503125,742,867
2078,7,Central Valley,Agriculture,29751.456875,28365,31268.025
2078,7,Central Valley,Barren,305,305,305
2078,7,Central Valley,Developed,6836.160625,5680,7981.0250000000005
2078,7,Central Valley,Forest,314.6690625,253.97500000000002,380
2078,7,Central Valley,Grassland,7165.6559375,5402.9749999999995,8432
2078,7,Central Valley,Shrubland,179.5471875,129,246.0250000000001
2078,7,Central Valley,Water,431,431,431
2078,7,Central Valley,Wetland,1109.5103125,964,1254
2078,8,SoCal Mtns.,Agriculture,181.545625,86,313
2078,8,SoCal Mtns.,Barren,148,148,148
2078,8,SoCal Mtns.,Developed,1259.270625,1001,1485
2078,8,SoCal Mtns.,Forest,11531.9346875,11394,11670
2078,8,SoCal Mtns.,Grassland,1661.5296875,1573,1755
2078,8,SoCal Mtns.,Shrubland,3023.4178125,2900,3150
2078,8,SoCal Mtns.,Water,316,316,316
2078,8,SoCal Mtns.,Wetland,68.3015625,64,74
2078,9,East Cascades,Agriculture,1609.375,1524,1700
2078,9,East Cascades,Barren,169,169,169
2078,9,East Cascades,Developed,207.555,199,231
2078,9,East Cascades,Forest,12180.5915625,12128,12222
2078,9,East Cascades,Grassland,2802.223125,2746,2851
2078,9,East Cascades,Shrubland,2974.8840625,2948,3e3
2078,9,East Cascades,Water,534,534,534
2078,9,East Cascades,Wetland,178.37125,161,197
2078,13,Central B&R,Agriculture,232.9646875,181,267
2078,13,Central B&R,Barren,277,277,277
2078,13,Central B&R,Developed,127.249375,123,133
2078,13,Central B&R,Forest,4655.6471875,4642,4673
2078,13,Central B&R,Grassland,504.655625,496,522
2078,13,Central B&R,Shrubland,7019.193125,7005,7040
2078,13,Central B&R,Water,226,226,226
2078,13,Central B&R,Wetland,78.29,78,80
2078,14,Mojave B&R,Agriculture,447.95875,285.97499999999997,657
2078,14,Mojave B&R,Barren,7493,7493,7493
2078,14,Mojave B&R,Developed,2123.2690625,1730,2509
2078,14,Mojave B&R,Forest,4524.8465625,4467,4568
2078,14,Mojave B&R,Grassland,786.52125,637,877.0250000000001
2078,14,Mojave B&R,Shrubland,61061.584375,60673,61368.024999999994
2078,14,Mojave B&R,Water,40,40,40
2078,14,Mojave B&R,Wetland,41.82,39,45
2078,78,Klamath Mtns.,Agriculture,604.438125,458,852
2078,78,Klamath Mtns.,Barren,67,67,67
2078,78,Klamath Mtns.,Developed,419.4175,401,469
2078,78,Klamath Mtns.,Forest,28815.9884375,28726.975,28869
2078,78,Klamath Mtns.,Grassland,1340.074375,1227,1415.025
2078,78,Klamath Mtns.,Shrubland,1510.848125,1470.9750000000001,1537
2078,78,Klamath Mtns.,SnowIce,12,12,12
2078,78,Klamath Mtns.,Water,124,124,124
2078,78,Klamath Mtns.,Wetland,37.2334375,32,43
2078,80,Northern B&R,Agriculture,381.8403125,328,433
2078,80,Northern B&R,Barren,414,414,414
2078,80,Northern B&R,Developed,54.9196875,54,59
2078,80,Northern B&R,Forest,1700.325,1687,1716
2078,80,Northern B&R,Grassland,161.7128125,152,172
2078,80,Northern B&R,Shrubland,3338.3040625,3313,3367
2078,80,Northern B&R,Water,303,303,303
2078,80,Northern B&R,Wetland,50.898125,38,65
2078,81,Sonoran B&R,Agriculture,2422.059375,2106,2670.025
2078,81,Sonoran B&R,Barren,5807,5807,5807
2078,81,Sonoran B&R,Developed,1457.6965625,1063,1899
2078,81,Sonoran B&R,Forest,203.2790625,185,240
2078,81,Sonoran B&R,Grassland,264.793125,252,279
2078,81,Sonoran B&R,Shrubland,16993.720625,16645,17600
2078,81,Sonoran B&R,Water,1048,1048,1048
2078,81,Sonoran B&R,Wetland,84.45125,63,138.0250000000001
2079,1,Coast Range,Agriculture,294.9675,263,370.0250000000001
2079,1,Coast Range,Barren,58,58,58
2079,1,Coast Range,Developed,846.8409375,763,914
2079,1,Coast Range,Forest,11113.8184375,11011,11202
2079,1,Coast Range,Grassland,749.9596875,724,770
2079,1,Coast Range,Shrubland,282.4478125,276,288
2079,1,Coast Range,Water,3499,3499,3499
2079,1,Coast Range,Wetland,110.965625,109,112
2079,4,Cascades,Agriculture,11.912472647702407,3,26
2079,4,Cascades,Barren,76,76,76
2079,4,Cascades,Developed,48.205,37,78
2079,4,Cascades,Forest,1279.125625,1257,1291
2079,4,Cascades,Grassland,9.2534375,7,11
2079,4,Cascades,Shrubland,42.5071875,40,44
2079,4,Cascades,SnowIce,6,6,6
2079,4,Cascades,Water,1,1,1
2079,4,Cascades,Wetland,3,3,3
2079,5,Sierra Nevada,Agriculture,182.76625,123,338
2079,5,Sierra Nevada,Barren,3045,3045,3045
2079,5,Sierra Nevada,Developed,794.634375,712,935
2079,5,Sierra Nevada,Forest,42863.848125,42735.975,42972
2079,5,Sierra Nevada,Grassland,866.614375,819,886
2079,5,Sierra Nevada,Shrubland,3102.4140625,3090,3109
2079,5,Sierra Nevada,SnowIce,10,10,10
2079,5,Sierra Nevada,Water,818,818,818
2079,5,Sierra Nevada,Wetland,160.7228125,159,162
2079,6,Oak Woodlands,Agriculture,7531.376875,6356,9882.025000000001
2079,6,Oak Woodlands,Barren,1296,1296,1296
2079,6,Oak Woodlands,Developed,20369.8771875,18175,21932.024999999998
2079,6,Oak Woodlands,Forest,34441.6278125,33315,35468
2079,6,Oak Woodlands,Grassland,26207.843125,24433,27830
2079,6,Oak Woodlands,Shrubland,9369.3440625,8739,10060
2079,6,Oak Woodlands,Water,11315,11315,11315
2079,6,Oak Woodlands,Wetland,807.9309375,741,866
2079,7,Central Valley,Agriculture,29717.675625,28290,31258.025
2079,7,Central Valley,Barren,305,305,305
2079,7,Central Valley,Developed,6862.4275,5685.975,8032.05
2079,7,Central Valley,Forest,314.5071875,253,381
2079,7,Central Valley,Grassland,7169.9503125,5380.975,8459
2079,7,Central Valley,Shrubland,180.14125,129,249
2079,7,Central Valley,Water,431,431,431
2079,7,Central Valley,Wetland,1112.298125,966,1261
2079,8,SoCal Mtns.,Agriculture,183.4621875,87,316
2079,8,SoCal Mtns.,Barren,148,148,148
2079,8,SoCal Mtns.,Developed,1264.75625,1001,1494
2079,8,SoCal Mtns.,Forest,11529.0190625,11389,11670
2079,8,SoCal Mtns.,Grassland,1659.63625,1570,1754
2079,8,SoCal Mtns.,Shrubland,3020.8646875,2896,3150
2079,8,SoCal Mtns.,Water,316,316,316
2079,8,SoCal Mtns.,Wetland,68.2615625,64,74
2079,9,East Cascades,Agriculture,1609.340625,1524,1701
2079,9,East Cascades,Barren,169,169,169
2079,9,East Cascades,Developed,207.646875,199,232
2079,9,East Cascades,Forest,12180.6234375,12127.975,12223
2079,9,East Cascades,Grassland,2802.0165625,2745,2851
2079,9,East Cascades,Shrubland,2974.7328125,2948,3e3
2079,9,East Cascades,Water,534,534,534
2079,9,East Cascades,Wetland,178.6396875,161,197
2079,13,Central B&R,Agriculture,233.196875,181,268
2079,13,Central B&R,Barren,277,277,277
2079,13,Central B&R,Developed,127.3121875,123,133
2079,13,Central B&R,Forest,4655.531875,4642,4673
2079,13,Central B&R,Grassland,504.59875,496,522
2079,13,Central B&R,Shrubland,7019.0709375,7005,7040
2079,13,Central B&R,Water,226,226,226
2079,13,Central B&R,Wetland,78.289375,78,80
2079,14,Mojave B&R,Agriculture,450.1134375,287.975,661.0250000000001
2079,14,Mojave B&R,Barren,7493,7493,7493
2079,14,Mojave B&R,Developed,2131.9790625,1730,2523
2079,14,Mojave B&R,Forest,4523.87375,4465,4568
2079,14,Mojave B&R,Grassland,785.18375,634,877
2079,14,Mojave B&R,Shrubland,61053.05,60658,61366
2079,14,Mojave B&R,Water,40,40,40
2079,14,Mojave B&R,Wetland,41.8,39,45
2079,78,Klamath Mtns.,Agriculture,606.0240625,458.975,855.0250000000001
2079,78,Klamath Mtns.,Barren,67,67,67
2079,78,Klamath Mtns.,Developed,419.705,401,470
2079,78,Klamath Mtns.,Forest,28815.2246875,28725,28869
2079,78,Klamath Mtns.,Grassland,1339.2878125,1224,1416
2079,78,Klamath Mtns.,Shrubland,1510.5440625,1470,1536
2079,78,Klamath Mtns.,SnowIce,12,12,12
2079,78,Klamath Mtns.,Water,124,124,124
2079,78,Klamath Mtns.,Wetland,37.214375,32,43
2079,80,Northern B&R,Agriculture,382.0271875,327,434.0250000000001
2079,80,Northern B&R,Barren,414,414,414
2079,80,Northern B&R,Developed,54.928125,54,59
2079,80,Northern B&R,Forest,1700.3159375,1687,1716
2079,80,Northern B&R,Grassland,161.680625,152,172
2079,80,Northern B&R,Shrubland,3338.23125,3313,3367
2079,80,Northern B&R,Water,303,303,303
2079,80,Northern B&R,Wetland,50.816875,37,65.02500000000009
2079,81,Sonoran B&R,Agriculture,2415.3296875,2097.975,2667.025
2079,81,Sonoran B&R,Barren,5807,5807,5807
2079,81,Sonoran B&R,Developed,1468.2359375,1065,1918
2079,81,Sonoran B&R,Forest,203.1090625,185,240
2079,81,Sonoran B&R,Grassland,264.58875,252,279
2079,81,Sonoran B&R,Shrubland,16990.2825,16637.975,17604.025
2079,81,Sonoran B&R,Water,1048,1048,1048
2079,81,Sonoran B&R,Wetland,84.4540625,63,139
2080,1,Coast Range,Agriculture,295.7565625,263,372
2080,1,Coast Range,Barren,58,58,58
2080,1,Coast Range,Developed,847.7115625,763,915
2080,1,Coast Range,Forest,11112.4584375,11009,11202
2080,1,Coast Range,Grassland,749.7175,724,770
2080,1,Coast Range,Shrubland,282.3965625,276,288
2080,1,Coast Range,Water,3499,3499,3499
2080,1,Coast Range,Wetland,110.959375,109,112
2080,4,Cascades,Agriculture,11.950609565489215,3,26
2080,4,Cascades,Barren,76,76,76
2080,4,Cascades,Developed,48.3040625,37,79
2080,4,Cascades,Forest,1279.005,1256,1291
2080,4,Cascades,Grassland,9.24375,7,11
2080,4,Cascades,Shrubland,42.5003125,40,44
2080,4,Cascades,SnowIce,6,6,6
2080,4,Cascades,Water,1,1,1
2080,4,Cascades,Wetland,3,3,3
2080,5,Sierra Nevada,Agriculture,183.783125,123,341
2080,5,Sierra Nevada,Barren,3045,3045,3045
2080,5,Sierra Nevada,Developed,796.2125,712,938
2080,5,Sierra Nevada,Forest,42861.775625,42731.975,42972
2080,5,Sierra Nevada,Grassland,866.21875,819,886
2080,5,Sierra Nevada,Shrubland,3102.3071875,3090,3109
2080,5,Sierra Nevada,SnowIce,10,10,10
2080,5,Sierra Nevada,Water,818,818,818
2080,5,Sierra Nevada,Wetland,160.7028125,159,162
2080,6,Oak Woodlands,Agriculture,7562.6484375,6368,9957.025000000001
2080,6,Oak Woodlands,Barren,1296,1296,1296
2080,6,Oak Woodlands,Developed,20401.824375,18178.975,22014
2080,6,Oak Woodlands,Forest,34421.3746875,33276,35462.025
2080,6,Oak Woodlands,Grassland,26176.7690625,24383,27820.024999999998
2080,6,Oak Woodlands,Shrubland,9358.1296875,8718,10060
2080,6,Oak Woodlands,Water,11315,11315,11315
2080,6,Oak Woodlands,Wetland,807.25375,740,866
2080,7,Central Valley,Agriculture,29684.9875,28237.875,31242.075
2080,7,Central Valley,Barren,305,305,305
2080,7,Central Valley,Developed,6887.7875,5691,8081.050000000001
2080,7,Central Valley,Forest,314.3103125,252,382
2080,7,Central Valley,Grassland,7174.338125,5367,8480
2080,7,Central Valley,Shrubland,180.74375,129,251
2080,7,Central Valley,Water,431,431,431
2080,7,Central Valley,Wetland,1114.8328125,969,1264
2080,8,SoCal Mtns.,Agriculture,185.36875,87,322.0250000000001
2080,8,SoCal Mtns.,Barren,148,148,148
2080,8,SoCal Mtns.,Developed,1270.0453125,1001,1502
2080,8,SoCal Mtns.,Forest,11526.17625,11385,11669.025000000001
2080,8,SoCal Mtns.,Grassland,1657.8453125,1567,1755
2080,8,SoCal Mtns.,Shrubland,3018.3396875,2892,3149
2080,8,SoCal Mtns.,Water,316,316,316
2080,8,SoCal Mtns.,Wetland,68.2246875,63,74
2080,9,East Cascades,Agriculture,1609.4490625,1523,1703
2080,9,East Cascades,Barren,169,169,169
2080,9,East Cascades,Developed,207.7534375,199.97500000000002,232
2080,9,East Cascades,Forest,12180.561875,12127,12224
2080,9,East Cascades,Grassland,2801.7665625,2745,2851
2080,9,East Cascades,Shrubland,2974.615,2947,3e3
2080,9,East Cascades,Water,534,534,534
2080,9,East Cascades,Wetland,178.8540625,161,198
2080,13,Central B&R,Agriculture,233.3459375,181,268
2080,13,Central B&R,Barren,277,277,277
2080,13,Central B&R,Developed,127.374375,123,133
2080,13,Central B&R,Forest,4655.4465625,4642,4673
2080,13,Central B&R,Grassland,504.568125,496,522
2080,13,Central B&R,Shrubland,7018.9765625,7005,7040
2080,13,Central B&R,Water,226,226,226
2080,13,Central B&R,Wetland,78.2884375,78,80
2080,14,Mojave B&R,Agriculture,452.0965625,287,666.0250000000001
2080,14,Mojave B&R,Barren,7493,7493,7493
2080,14,Mojave B&R,Developed,2140.465,1730,2535
2080,14,Mojave B&R,Forest,4522.9421875,4464,4568
2080,14,Mojave B&R,Grassland,783.883125,632,878
2080,14,Mojave B&R,Shrubland,61044.8325,60642,61365
2080,14,Mojave B&R,Water,40,40,40
2080,14,Mojave B&R,Wetland,41.780625,39,45
2080,78,Klamath Mtns.,Agriculture,607.5571875,458,861
2080,78,Klamath Mtns.,Barren,67,67,67
2080,78,Klamath Mtns.,Developed,419.9978125,401,471
2080,78,Klamath Mtns.,Forest,28814.4653125,28723,28869
2080,78,Klamath Mtns.,Grassland,1338.57125,1223,1415
2080,78,Klamath Mtns.,Shrubland,1510.2190625,1469,1536.025
2080,78,Klamath Mtns.,SnowIce,12,12,12
2080,78,Klamath Mtns.,Water,124,124,124
2080,78,Klamath Mtns.,Wetland,37.189375,32,43
2080,80,Northern B&R,Agriculture,382.230625,327,435
2080,80,Northern B&R,Barren,414,414,414
2080,80,Northern B&R,Developed,54.9365625,54,59
2080,80,Northern B&R,Forest,1700.2975,1687,1716
2080,80,Northern B&R,Grassland,161.6315625,151,172
2080,80,Northern B&R,Shrubland,3338.148125,3312,3367
2080,80,Northern B&R,Water,303,303,303
2080,80,Northern B&R,Wetland,50.755625,37,66
2080,81,Sonoran B&R,Agriculture,2408.8390625,2091.975,2665.025
2080,81,Sonoran B&R,Barren,5807,5807,5807
2080,81,Sonoran B&R,Developed,1478.43875,1065.975,1936.025
2080,81,Sonoran B&R,Forest,202.9403125,184,240
2080,81,Sonoran B&R,Grassland,264.38375,252,279
2080,81,Sonoran B&R,Shrubland,16986.9228125,16629,17609.024999999998
2080,81,Sonoran B&R,Water,1048,1048,1048
2080,81,Sonoran B&R,Wetland,84.4753125,63,140
2081,1,Coast Range,Agriculture,296.5146875,263,375
2081,1,Coast Range,Barren,58,58,58
2081,1,Coast Range,Developed,848.575,763,917
2081,1,Coast Range,Forest,11111.1084375,11006,11201
2081,1,Coast Range,Grassland,749.5075,723,770
2081,1,Coast Range,Shrubland,282.341875,276,288
2081,1,Coast Range,Water,3499,3499,3499
2081,1,Coast Range,Wetland,110.9525,109,112
2081,4,Cascades,Agriculture,11.989371678649578,3,26.049999999999727
2081,4,Cascades,Barren,76,76,76
2081,4,Cascades,Developed,48.4003125,37,79
2081,4,Cascades,Forest,1278.8825,1256,1291
2081,4,Cascades,Grassland,9.2403125,7,11
2081,4,Cascades,Shrubland,42.49125,40,44
2081,4,Cascades,SnowIce,6,6,6
2081,4,Cascades,Water,1,1,1
2081,4,Cascades,Wetland,3,3,3
2081,5,Sierra Nevada,Agriculture,184.725,123,343
2081,5,Sierra Nevada,Barren,3045,3045,3045
2081,5,Sierra Nevada,Developed,797.7909375,712,942.0250000000001
2081,5,Sierra Nevada,Forest,42859.75,42728,42972
2081,5,Sierra Nevada,Grassland,865.8521875,818,886
2081,5,Sierra Nevada,Shrubland,3102.1971875,3090,3109
2081,5,Sierra Nevada,SnowIce,10,10,10
2081,5,Sierra Nevada,Water,818,818,818
2081,5,Sierra Nevada,Wetland,160.6846875,159,162
2081,6,Oak Woodlands,Agriculture,7593.611875,6380,10036.025
2081,6,Oak Woodlands,Barren,1296,1296,1296
2081,6,Oak Woodlands,Developed,20433.605625,18181,22083.075
2081,6,Oak Woodlands,Forest,34401.374375,33243.9,35457.025
2081,6,Oak Woodlands,Grassland,26145.6134375,24331.975000000002,27812
2081,6,Oak Woodlands,Shrubland,9347.2275,8702,10058
2081,6,Oak Woodlands,Water,11315,11315,11315
2081,6,Oak Woodlands,Wetland,806.5671875,739,866
2081,7,Central Valley,Agriculture,29653.07875,28178.975000000002,31234
2081,7,Central Valley,Barren,305,305,305
2081,7,Central Valley,Developed,6912.9596875,5696,8132
2081,7,Central Valley,Forest,314.1190625,251.97500000000002,382
2081,7,Central Valley,Grassland,7178.1759375,5349.95,8501
2081,7,Central Valley,Shrubland,181.2996875,129,252
2081,7,Central Valley,Water,431,431,431
2081,7,Central Valley,Wetland,1117.366875,970,1267.0500000000002
2081,8,SoCal Mtns.,Agriculture,187.18,87,326.0250000000001
2081,8,SoCal Mtns.,Barren,148,148,148
2081,8,SoCal Mtns.,Developed,1275.4040625,1001,1510.025
2081,8,SoCal Mtns.,Forest,11523.39,11381,11669
2081,8,SoCal Mtns.,Grassland,1656.025625,1564,1754
2081,8,SoCal Mtns.,Shrubland,3015.80375,2888,3149
2081,8,SoCal Mtns.,Water,316,316,316
2081,8,SoCal Mtns.,Wetland,68.1965625,63,74
2081,9,East Cascades,Agriculture,1609.545,1521.9750000000001,1703.025
2081,9,East Cascades,Barren,169,169,169
2081,9,East Cascades,Developed,207.846875,199.97500000000002,233
2081,9,East Cascades,Forest,12180.5559375,12126,12224
2081,9,East Cascades,Grassland,2801.5325,2745,2852
2081,9,East Cascades,Shrubland,2974.4534375,2947,3e3
2081,9,East Cascades,Water,534,534,534
2081,9,East Cascades,Wetland,179.06625,161,198.0250000000001
2081,13,Central B&R,Agriculture,233.59,181,268
2081,13,Central B&R,Barren,277,277,277
2081,13,Central B&R,Developed,127.43375,123,133
2081,13,Central B&R,Forest,4655.313125,4641,4673
2081,13,Central B&R,Grassland,504.5025,496,522
2081,13,Central B&R,Shrubland,7018.8728125,7004,7040
2081,13,Central B&R,Water,226,226,226
2081,13,Central B&R,Wetland,78.2878125,78,80
2081,14,Mojave B&R,Agriculture,454.041875,286.975,671.0250000000001
2081,14,Mojave B&R,Barren,7493,7493,7493
2081,14,Mojave B&R,Developed,2148.9584375,1730,2550.025
2081,14,Mojave B&R,Forest,4522.0234375,4462,4568
2081,14,Mojave B&R,Grassland,782.64625,630,876
2081,14,Mojave B&R,Shrubland,61036.56375,60629,61363
2081,14,Mojave B&R,Water,40,40,40
2081,14,Mojave B&R,Wetland,41.76625,39,45
2081,78,Klamath Mtns.,Agriculture,609.2378125,459,866
2081,78,Klamath Mtns.,Barren,67,67,67
2081,78,Klamath Mtns.,Developed,420.2578125,401,472
2081,78,Klamath Mtns.,Forest,28813.656875,28720,28869
2081,78,Klamath Mtns.,Grassland,1337.764375,1221,1416
2081,78,Klamath Mtns.,Shrubland,1509.9265625,1468,1536
2081,78,Klamath Mtns.,SnowIce,12,12,12
2081,78,Klamath Mtns.,Water,124,124,124
2081,78,Klamath Mtns.,Wetland,37.1565625,32,43
2081,80,Northern B&R,Agriculture,382.396875,326,436
2081,80,Northern B&R,Barren,414,414,414
2081,80,Northern B&R,Developed,54.948125,54,59
2081,80,Northern B&R,Forest,1700.28125,1687,1716
2081,80,Northern B&R,Grassland,161.5934375,151,172
2081,80,Northern B&R,Shrubland,3338.099375,3312,3368
2081,80,Northern B&R,Water,303,303,303
2081,80,Northern B&R,Wetland,50.6809375,37,66
2081,81,Sonoran B&R,Agriculture,2402.72125,2085.975,2665.025
2081,81,Sonoran B&R,Barren,5807,5807,5807
2081,81,Sonoran B&R,Developed,1488.6003125,1066,1954
2081,81,Sonoran B&R,Forest,202.7409375,184,241
2081,81,Sonoran B&R,Grassland,264.1653125,251.97500000000002,279
2081,81,Sonoran B&R,Shrubland,16983.2640625,16620,17616
2081,81,Sonoran B&R,Water,1048,1048,1048
2081,81,Sonoran B&R,Wetland,84.508125,62,141
2082,1,Coast Range,Agriculture,297.2971875,263,378
2082,1,Coast Range,Barren,58,58,58
2082,1,Coast Range,Developed,849.433125,763,918
2082,1,Coast Range,Forest,11109.7409375,11003,11201
2082,1,Coast Range,Grassland,749.28875,723,770
2082,1,Coast Range,Shrubland,282.2909375,276,288
2082,1,Coast Range,Water,3499,3499,3499
2082,1,Coast Range,Wetland,110.9490625,109,112
2082,4,Cascades,Agriculture,12.029080675422138,3,27
2082,4,Cascades,Barren,76,76,76
2082,4,Cascades,Developed,48.488125,37,79
2082,4,Cascades,Forest,1278.774375,1256,1291
2082,4,Cascades,Grassland,9.2346875,7,11.025000000000091
2082,4,Cascades,Shrubland,42.48125,40,44
2082,4,Cascades,SnowIce,6,6,6
