GCM,RCP,Timestep,TransitionGroup,GroupType,Mean,Lower,Upper
MIROC5,rcp45,2009,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,6.333333333333333,2,12
MIROC5,rcp45,2009,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,6.959899749373434,2,12
MIROC5,rcp45,2009,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,7.155,2,12
MIROC5,rcp45,2009,FIRE,Group,1580.0825,1577,1582
MIROC5,rcp45,2009,FIRE: Forest,Group,1383.2175,1381,1385
MIROC5,rcp45,2009,FIRE: Forest High Severity [Type],Type,139.405,117,161.02999999999997
MIROC5,rcp45,2009,FIRE: Forest Low Severity [Type],Type,927.315,889.95,961
MIROC5,rcp45,2009,FIRE: Forest Medium Severity [Type],Type,316.4975,285.95000000000005,347
MIROC5,rcp45,2009,FIRE: Grassland,Group,83.9275,82,85
MIROC5,rcp45,2009,FIRE: Grassland High Severity [Type],Type,8.6825,4,15.029999999999973
MIROC5,rcp45,2009,FIRE: Grassland Low Severity [Type],Type,56.0225,47,64
MIROC5,rcp45,2009,FIRE: Grassland Medium Severity [Type],Type,19.2225,12,27
MIROC5,rcp45,2009,FIRE: High Severity,Group,159.525,134.97500000000002,184.02999999999997
MIROC5,rcp45,2009,FIRE: Low Severity,Group,1058.6175,1019.95,1091.06
MIROC5,rcp45,2009,FIRE: Medium Severity,Group,361.94,329.97499999999997,394.03
MIROC5,rcp45,2009,FIRE: Shrubland,Group,112.9375,112,113
MIROC5,rcp45,2009,FIRE: Shrubland High Severity [Type],Type,11.4375,6,18
MIROC5,rcp45,2009,FIRE: Shrubland Low Severity [Type],Type,75.28,66,84.02999999999997
MIROC5,rcp45,2009,FIRE: Shrubland Medium Severity [Type],Type,26.22,19,34
MIROC5,rcp45,2009,HARVEST,Group,829.1075,776,885
MIROC5,rcp45,2009,INSECTS,Group,1423.0841836734694,1404.775,1438
MIROC5,rcp45,2009,INSECTS: High Severity [Type],Type,21.31,20,22
MIROC5,rcp45,2009,INSECTS: Low Severity [Type],Type,1352.7875,1336,1367.03
MIROC5,rcp45,2009,INSECTS: Medium Severity [Type],Type,48.84,46,51
MIROC5,rcp45,2009,MANAGEMENT: Forest Clearcut [Type],Type,502.68,463,541.06
MIROC5,rcp45,2009,MANAGEMENT: Forest Thinning [Type],Type,326.4275,294,360.05999999999995
MIROC5,rcp45,2009,MANAGEMENT: Orchard Removal [Type],Type,135.445,53.975,222.02999999999997
MIROC5,rcp45,2009,URBANIZATION,Group,104.6425,85,121.02999999999997
MIROC5,rcp45,2009,URBANIZATION: Annual->Developed [Type],Type,30.805,20,41.02999999999997
MIROC5,rcp45,2009,URBANIZATION: Forest->Developed [Type],Type,13.7925,7.975000000000001,21
MIROC5,rcp45,2009,URBANIZATION: Grassland->Developed [Type],Type,27.205,19,36
MIROC5,rcp45,2009,URBANIZATION: Perennial->Developed [Type],Type,13.56,7,20
MIROC5,rcp45,2009,URBANIZATION: Shrubland->Developed [Type],Type,17.7725,10,26.029999999999973
MIROC5,rcp45,2009,URBANIZATION: Wetland->Developed [Type],Type,1.890282131661442,1,4
MIROC5,rcp45,2010,AGRICULTURAL CHANGE,Group,104.835,49.975,158.02999999999997
MIROC5,rcp45,2010,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,101.9825,46,157.02999999999997
MIROC5,rcp45,2010,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,3.326530612244898,1,7
MIROC5,rcp45,2010,AGRICULTURAL CONTRACTION,Group,203.92,182,231
MIROC5,rcp45,2010,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,17.1325,10,25
MIROC5,rcp45,2010,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,151.7875,130.95000000000002,172.02999999999997
MIROC5,rcp45,2010,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,18.845,10,27
MIROC5,rcp45,2010,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,14.2625,8,21
MIROC5,rcp45,2010,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,1.0454545454545454,1,1.7100000000000009
MIROC5,rcp45,2010,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,2.0631578947368423,1,5
MIROC5,rcp45,2010,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,1.1264367816091954,1,2
MIROC5,rcp45,2010,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1.0416666666666667,1,1.3099999999999987
MIROC5,rcp45,2010,AGRICULTURAL EXPANSION,Group,153.9925,130.97500000000002,179
MIROC5,rcp45,2010,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,9.135,3,15.029999999999973
MIROC5,rcp45,2010,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,9.12,3,16
MIROC5,rcp45,2010,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,54.5875,42,68.02999999999997
MIROC5,rcp45,2010,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,54.995,40.975,68.02999999999997
MIROC5,rcp45,2010,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,6.130325814536341,2,12
MIROC5,rcp45,2010,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,6.30379746835443,2,11
MIROC5,rcp45,2010,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,6.74,3,13
MIROC5,rcp45,2010,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,7.075,2,12
MIROC5,rcp45,2010,FIRE,Group,351.4775,348.975,354
MIROC5,rcp45,2010,FIRE: Forest,Group,214.895,214,216
MIROC5,rcp45,2010,FIRE: Forest High Severity [Type],Type,21.5825,14,29.029999999999973
MIROC5,rcp45,2010,FIRE: Forest Low Severity [Type],Type,143.8525,131,157
MIROC5,rcp45,2010,FIRE: Forest Medium Severity [Type],Type,49.46,36.975,61.02999999999997
MIROC5,rcp45,2010,FIRE: Grassland,Group,62.41,60,64
MIROC5,rcp45,2010,FIRE: Grassland High Severity [Type],Type,6.215,2,11
MIROC5,rcp45,2010,FIRE: Grassland Low Severity [Type],Type,41.54,33.975,49
MIROC5,rcp45,2010,FIRE: Grassland Medium Severity [Type],Type,14.655,8,22
MIROC5,rcp45,2010,FIRE: High Severity,Group,35.175,25.975,45
MIROC5,rcp45,2010,FIRE: Low Severity,Group,235.38,218,252
MIROC5,rcp45,2010,FIRE: Medium Severity,Group,80.9225,65,96.05999999999995
MIROC5,rcp45,2010,FIRE: Shrubland,Group,74.1725,72,75
MIROC5,rcp45,2010,FIRE: Shrubland High Severity [Type],Type,7.3959899749373434,3,12
MIROC5,rcp45,2010,FIRE: Shrubland Low Severity [Type],Type,49.9875,43,57
MIROC5,rcp45,2010,FIRE: Shrubland Medium Severity [Type],Type,16.8075,10,23
MIROC5,rcp45,2010,HARVEST,Group,418.2125,376,452.0899999999999
MIROC5,rcp45,2010,INSECTS,Group,2619.495,2595,2640
MIROC5,rcp45,2010,INSECTS: High Severity [Type],Type,46.425,43,50
MIROC5,rcp45,2010,INSECTS: Low Severity [Type],Type,2416.135,2395,2432.06
MIROC5,rcp45,2010,INSECTS: Medium Severity [Type],Type,156.935,149,164
MIROC5,rcp45,2010,MANAGEMENT: Forest Clearcut [Type],Type,253.2225,225.95,280
MIROC5,rcp45,2010,MANAGEMENT: Forest Thinning [Type],Type,164.99,142,189
MIROC5,rcp45,2010,MANAGEMENT: Orchard Removal [Type],Type,133.85,50.975,222.02999999999997
MIROC5,rcp45,2010,URBANIZATION,Group,104.7675,85.975,122.05999999999995
MIROC5,rcp45,2010,URBANIZATION: Annual->Developed [Type],Type,30.77,21,40.02999999999997
MIROC5,rcp45,2010,URBANIZATION: Forest->Developed [Type],Type,14.1675,8,21.029999999999973
MIROC5,rcp45,2010,URBANIZATION: Grassland->Developed [Type],Type,27.1275,18,37
MIROC5,rcp45,2010,URBANIZATION: Perennial->Developed [Type],Type,13.6575,7,20
MIROC5,rcp45,2010,URBANIZATION: Shrubland->Developed [Type],Type,17.475,10,25
MIROC5,rcp45,2010,URBANIZATION: Wetland->Developed [Type],Type,1.9625,1,4.430000000000007
MIROC5,rcp45,2011,AGRICULTURAL CHANGE,Group,101.8375,49.975,157
MIROC5,rcp45,2011,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,99.175,48,156
MIROC5,rcp45,2011,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,3.1981981981981984,1,8
MIROC5,rcp45,2011,AGRICULTURAL CONTRACTION,Group,169.5,144,193
MIROC5,rcp45,2011,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,12.015,5,19
MIROC5,rcp45,2011,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,133.1175,111,157
MIROC5,rcp45,2011,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,12.78,7,19
MIROC5,rcp45,2011,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,9.61,4,15
MIROC5,rcp45,2011,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,1,1,1
MIROC5,rcp45,2011,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,2.3029315960912053,1,5
MIROC5,rcp45,2011,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,1.02,1,1
MIROC5,rcp45,2011,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1,1,1
MIROC5,rcp45,2011,AGRICULTURAL EXPANSION,Group,131.4025,111.975,158.02999999999997
MIROC5,rcp45,2011,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,4.731155778894473,1,9
MIROC5,rcp45,2011,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,4.784810126582278,1,9
MIROC5,rcp45,2011,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,50.4775,36.975,64
MIROC5,rcp45,2011,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,49.8725,35.975,63.02999999999997
MIROC5,rcp45,2011,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,4.81453634085213,1,9
MIROC5,rcp45,2011,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,4.826196473551637,1,9
MIROC5,rcp45,2011,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,5.9,2,11
MIROC5,rcp45,2011,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,6.1275,2,11
MIROC5,rcp45,2011,FIRE,Group,695.4075,691,699
MIROC5,rcp45,2011,FIRE: Forest,Group,265.0275,264,266
MIROC5,rcp45,2011,FIRE: Forest High Severity [Type],Type,27.1475,18,37
MIROC5,rcp45,2011,FIRE: Forest Low Severity [Type],Type,177.8725,165,193
MIROC5,rcp45,2011,FIRE: Forest Medium Severity [Type],Type,60.0075,49,72
MIROC5,rcp45,2011,FIRE: Grassland,Group,312.7925,308,317
MIROC5,rcp45,2011,FIRE: Grassland High Severity [Type],Type,31.1725,19.975,41
MIROC5,rcp45,2011,FIRE: Grassland Low Severity [Type],Type,210.1625,192,224
MIROC5,rcp45,2011,FIRE: Grassland Medium Severity [Type],Type,71.4575,57.975,86
MIROC5,rcp45,2011,FIRE: High Severity,Group,70.0325,56,86.02999999999997
MIROC5,rcp45,2011,FIRE: Low Severity,Group,466.895,441,488.03
MIROC5,rcp45,2011,FIRE: Medium Severity,Group,158.48,138,181
MIROC5,rcp45,2011,FIRE: Shrubland,Group,117.5875,116,119
MIROC5,rcp45,2011,FIRE: Shrubland High Severity [Type],Type,11.7125,5,18
MIROC5,rcp45,2011,FIRE: Shrubland Low Severity [Type],Type,78.86,70,88
MIROC5,rcp45,2011,FIRE: Shrubland Medium Severity [Type],Type,27.015,19,36
MIROC5,rcp45,2011,HARVEST,Group,416.425,377,457
MIROC5,rcp45,2011,INSECTS,Group,1836.085,1814,1858
MIROC5,rcp45,2011,INSECTS: High Severity [Type],Type,17.9725,16,19
MIROC5,rcp45,2011,INSECTS: Low Severity [Type],Type,1758.0125,1735.975,1777
MIROC5,rcp45,2011,INSECTS: Medium Severity [Type],Type,60.1,55,65
MIROC5,rcp45,2011,MANAGEMENT: Forest Clearcut [Type],Type,253.2775,222,282
MIROC5,rcp45,2011,MANAGEMENT: Forest Thinning [Type],Type,163.1475,136,188.02999999999997
MIROC5,rcp45,2011,MANAGEMENT: Orchard Removal [Type],Type,139.055,53,220
MIROC5,rcp45,2011,URBANIZATION,Group,73.95,59.975,90.02999999999997
MIROC5,rcp45,2011,URBANIZATION: Annual->Developed [Type],Type,22.1775,14.975000000000001,32
MIROC5,rcp45,2011,URBANIZATION: Forest->Developed [Type],Type,8.68,3,14.029999999999973
MIROC5,rcp45,2011,URBANIZATION: Grassland->Developed [Type],Type,19.9575,13,28
MIROC5,rcp45,2011,URBANIZATION: Perennial->Developed [Type],Type,9.465,4,16
MIROC5,rcp45,2011,URBANIZATION: Shrubland->Developed [Type],Type,12.2525,6,19
MIROC5,rcp45,2011,URBANIZATION: Wetland->Developed [Type],Type,1.9894736842105263,1,5
MIROC5,rcp45,2012,AGRICULTURAL CHANGE,Group,102.525,51,161.05999999999995
MIROC5,rcp45,2012,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,99.91,48.95,158.08999999999992
MIROC5,rcp45,2012,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,3.0764705882352943,1,8
MIROC5,rcp45,2012,AGRICULTURAL CONTRACTION,Group,174.64,150,195.02999999999997
MIROC5,rcp45,2012,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,11.145,4,18
MIROC5,rcp45,2012,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,140.4075,120,158
MIROC5,rcp45,2012,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,11.8025,6,19
MIROC5,rcp45,2012,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,9.805,4.975000000000001,16
MIROC5,rcp45,2012,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,1,1,1
MIROC5,rcp45,2012,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,2.0265151515151514,1,5
MIROC5,rcp45,2012,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,1.0588235294117647,1,2
MIROC5,rcp45,2012,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1,1,1
MIROC5,rcp45,2012,AGRICULTURAL EXPANSION,Group,131.37,111.975,152
MIROC5,rcp45,2012,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,4.952141057934509,1,10
MIROC5,rcp45,2012,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,4.98989898989899,1,10
MIROC5,rcp45,2012,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,50.1625,37,64
MIROC5,rcp45,2012,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,50.5175,39,62.02999999999997
MIROC5,rcp45,2012,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,5.022784810126582,1,10
MIROC5,rcp45,2012,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,4.951156812339332,1,9
MIROC5,rcp45,2012,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,5.483544303797468,1,10
MIROC5,rcp45,2012,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,5.659147869674185,2,11
MIROC5,rcp45,2012,FIRE,Group,2891.85,2891,2892
MIROC5,rcp45,2012,FIRE: Forest,Group,1749.94,1749,1750
MIROC5,rcp45,2012,FIRE: Forest High Severity [Type],Type,176.9375,152,200.05999999999995
MIROC5,rcp45,2012,FIRE: Forest Low Severity [Type],Type,1174.155,1136.975,1213.03
MIROC5,rcp45,2012,FIRE: Forest Medium Severity [Type],Type,398.8475,366.97499999999997,429.03
MIROC5,rcp45,2012,FIRE: Grassland,Group,124.015,124,124
MIROC5,rcp45,2012,FIRE: Grassland High Severity [Type],Type,12.485,6,19
MIROC5,rcp45,2012,FIRE: Grassland Low Severity [Type],Type,82.8475,70,92
MIROC5,rcp45,2012,FIRE: Grassland Medium Severity [Type],Type,28.6825,19.975,38
MIROC5,rcp45,2012,FIRE: High Severity,Group,292.6625,262,323
MIROC5,rcp45,2012,FIRE: Low Severity,Group,1939.275,1890.925,1989.06
MIROC5,rcp45,2012,FIRE: Medium Severity,Group,659.9125,614.95,697
MIROC5,rcp45,2012,FIRE: Shrubland,Group,1017.895,1017,1018
MIROC5,rcp45,2012,FIRE: Shrubland High Severity [Type],Type,103.24,83,119
MIROC5,rcp45,2012,FIRE: Shrubland Low Severity [Type],Type,682.2725,654,711.03
MIROC5,rcp45,2012,FIRE: Shrubland Medium Severity [Type],Type,232.3825,207.975,258
MIROC5,rcp45,2012,HARVEST,Group,417.96,380,454
MIROC5,rcp45,2012,INSECTS,Group,1802.2575,1782.975,1822
MIROC5,rcp45,2012,INSECTS: High Severity [Type],Type,16.0975,14,17
MIROC5,rcp45,2012,INSECTS: Low Severity [Type],Type,1687.8,1667.9750000000001,1706
MIROC5,rcp45,2012,INSECTS: Medium Severity [Type],Type,98.36,93,102
MIROC5,rcp45,2012,MANAGEMENT: Forest Clearcut [Type],Type,253.79,225,283
MIROC5,rcp45,2012,MANAGEMENT: Forest Thinning [Type],Type,164.17,140,190
MIROC5,rcp45,2012,MANAGEMENT: Orchard Removal [Type],Type,155.42,61.975,257
MIROC5,rcp45,2012,URBANIZATION,Group,74.5225,57.975,91.02999999999997
MIROC5,rcp45,2012,URBANIZATION: Annual->Developed [Type],Type,22.2075,14.975000000000001,30
MIROC5,rcp45,2012,URBANIZATION: Forest->Developed [Type],Type,8.765,4,15
MIROC5,rcp45,2012,URBANIZATION: Grassland->Developed [Type],Type,20.175,13,28
MIROC5,rcp45,2012,URBANIZATION: Perennial->Developed [Type],Type,9.7675,4,15.029999999999973
MIROC5,rcp45,2012,URBANIZATION: Shrubland->Developed [Type],Type,12.2725,6.975000000000001,19
MIROC5,rcp45,2012,URBANIZATION: Wetland->Developed [Type],Type,1.880281690140845,1,4
MIROC5,rcp45,2013,AGRICULTURAL CHANGE,Group,104.125,51,160
MIROC5,rcp45,2013,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,101.0025,48.975,157
MIROC5,rcp45,2013,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,3.5787965616045847,1,9.560000000000002
MIROC5,rcp45,2013,AGRICULTURAL CONTRACTION,Group,117.7225,66,266
MIROC5,rcp45,2013,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,11.5575,2,29
MIROC5,rcp45,2013,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,79.8625,33,186.08999999999992
MIROC5,rcp45,2013,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,14.9875,3,29
MIROC5,rcp45,2013,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,10.03,3,20
MIROC5,rcp45,2013,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,1,1,1
MIROC5,rcp45,2013,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,1.8995215311004785,1,6
MIROC5,rcp45,2013,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,1.1785714285714286,1,2
MIROC5,rcp45,2013,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1.0333333333333334,1,1.129999999999999
MIROC5,rcp45,2013,AGRICULTURAL EXPANSION,Group,146.5975,47,230
MIROC5,rcp45,2013,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,10.179292929292929,2,23
MIROC5,rcp45,2013,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,10.715,2,23
MIROC5,rcp45,2013,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,47.215,10.975000000000001,79
MIROC5,rcp45,2013,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,46.675,11,77
MIROC5,rcp45,2013,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,10.695979899497488,2,22.089999999999975
MIROC5,rcp45,2013,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,10.7325,2,25
MIROC5,rcp45,2013,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,5.511811023622047,1,13
MIROC5,rcp45,2013,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,5.453608247422681,1,12
MIROC5,rcp45,2013,FIRE,Group,2043.9475,2040,2047.03
MIROC5,rcp45,2013,FIRE: Forest,Group,1772.755,1770,1775
MIROC5,rcp45,2013,FIRE: Forest High Severity [Type],Type,179.375,157,202.02999999999997
MIROC5,rcp45,2013,FIRE: Forest Low Severity [Type],Type,1188.645,1149,1222
MIROC5,rcp45,2013,FIRE: Forest Medium Severity [Type],Type,404.735,371,437.03
MIROC5,rcp45,2013,FIRE: Grassland,Group,135.5775,133,138
MIROC5,rcp45,2013,FIRE: Grassland High Severity [Type],Type,13.8575,7,21
MIROC5,rcp45,2013,FIRE: Grassland Low Severity [Type],Type,90.3525,80,101
MIROC5,rcp45,2013,FIRE: Grassland Medium Severity [Type],Type,31.3675,21,40.02999999999997
MIROC5,rcp45,2013,FIRE: High Severity,Group,207.015,185,232.02999999999997
MIROC5,rcp45,2013,FIRE: Low Severity,Group,1369.96,1328.975,1404
MIROC5,rcp45,2013,FIRE: Medium Severity,Group,466.9725,434,503
MIROC5,rcp45,2013,FIRE: Shrubland,Group,135.615,133,138
MIROC5,rcp45,2013,FIRE: Shrubland High Severity [Type],Type,13.7825,7,21
MIROC5,rcp45,2013,FIRE: Shrubland Low Severity [Type],Type,90.9625,80,101
MIROC5,rcp45,2013,FIRE: Shrubland Medium Severity [Type],Type,30.87,22,39
MIROC5,rcp45,2013,HARVEST,Group,721.3925,245.95000000000002,1115
MIROC5,rcp45,2013,INSECTS,Group,1625.15,1593.9750000000001,1651.03
MIROC5,rcp45,2013,INSECTS: High Severity [Type],Type,5.5525,4,6
MIROC5,rcp45,2013,INSECTS: Low Severity [Type],Type,1580.4475,1550,1607
MIROC5,rcp45,2013,INSECTS: Medium Severity [Type],Type,39.15,36,42.02999999999997
MIROC5,rcp45,2013,MANAGEMENT: Forest Clearcut [Type],Type,413.8475,156,637
MIROC5,rcp45,2013,MANAGEMENT: Forest Thinning [Type],Type,307.545,90,507
MIROC5,rcp45,2013,MANAGEMENT: Orchard Removal [Type],Type,183.91,77.975,302.2099999999998
MIROC5,rcp45,2013,URBANIZATION,Group,174.315,91,256.03
MIROC5,rcp45,2013,URBANIZATION: Annual->Developed [Type],Type,34.4375,21,65
MIROC5,rcp45,2013,URBANIZATION: Forest->Developed [Type],Type,30.815,9,44.02999999999997
MIROC5,rcp45,2013,URBANIZATION: Grassland->Developed [Type],Type,52.8875,23,77
MIROC5,rcp45,2013,URBANIZATION: Perennial->Developed [Type],Type,16.6375,8,34
MIROC5,rcp45,2013,URBANIZATION: Shrubland->Developed [Type],Type,35.865,15.975000000000001,51.02999999999997
MIROC5,rcp45,2013,URBANIZATION: Wetland->Developed [Type],Type,3.8657894736842104,1,8
MIROC5,rcp45,2014,AGRICULTURAL CHANGE,Group,102.025,51.975,158
MIROC5,rcp45,2014,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,98.5125,48,155.02999999999997
MIROC5,rcp45,2014,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,3.946629213483146,1,10
MIROC5,rcp45,2014,AGRICULTURAL CONTRACTION,Group,114.8125,69,245
MIROC5,rcp45,2014,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,11.340852130325814,3,27
MIROC5,rcp45,2014,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,77.8625,33,174.17999999999984
MIROC5,rcp45,2014,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,14.6475,3,29.029999999999973
MIROC5,rcp45,2014,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,9.41,2,18
MIROC5,rcp45,2014,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,1.09375,1,2
MIROC5,rcp45,2014,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,2.0160642570281126,1,5
MIROC5,rcp45,2014,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,1.1166666666666667,1,2.229999999999997
MIROC5,rcp45,2014,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1,1,1
MIROC5,rcp45,2014,AGRICULTURAL EXPANSION,Group,145.4225,48,236.05999999999995
MIROC5,rcp45,2014,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,10.1625,2,22
MIROC5,rcp45,2014,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,10.393483709273182,2,23
MIROC5,rcp45,2014,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,46.355,10.975000000000001,78
MIROC5,rcp45,2014,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,46.9725,11,78
MIROC5,rcp45,2014,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,10.745,2,23
MIROC5,rcp45,2014,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,10.5125,2,23
MIROC5,rcp45,2014,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,5.433510638297872,1,12
MIROC5,rcp45,2014,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,5.333333333333333,1,12
MIROC5,rcp45,2014,FIRE,Group,1996.635,1992.9750000000001,2e3
MIROC5,rcp45,2014,FIRE: Forest,Group,1813.71,1811,1816
MIROC5,rcp45,2014,FIRE: Forest High Severity [Type],Type,184.0025,160.975,210
MIROC5,rcp45,2014,FIRE: Forest Low Severity [Type],Type,1215.1025,1179.975,1252.03
MIROC5,rcp45,2014,FIRE: Forest Medium Severity [Type],Type,414.605,378.925,447.03
MIROC5,rcp45,2014,FIRE: Grassland,Group,64.9675,63,66
MIROC5,rcp45,2014,FIRE: Grassland High Severity [Type],Type,6.73,2.9750000000000014,11.029999999999973
MIROC5,rcp45,2014,FIRE: Grassland Low Severity [Type],Type,43.105,35,50
MIROC5,rcp45,2014,FIRE: Grassland Medium Severity [Type],Type,15.1325,9,23
MIROC5,rcp45,2014,FIRE: High Severity,Group,202.6725,177,231
MIROC5,rcp45,2014,FIRE: Low Severity,Group,1337.2275,1299.975,1376.03
MIROC5,rcp45,2014,FIRE: Medium Severity,Group,456.735,421,490
MIROC5,rcp45,2014,FIRE: Shrubland,Group,117.9575,116,119
MIROC5,rcp45,2014,FIRE: Shrubland High Severity [Type],Type,11.94,6,19
MIROC5,rcp45,2014,FIRE: Shrubland Low Severity [Type],Type,79.02,69,88
MIROC5,rcp45,2014,FIRE: Shrubland Medium Severity [Type],Type,26.9975,18,35
MIROC5,rcp45,2014,HARVEST,Group,708.51,247.925,1129
MIROC5,rcp45,2014,INSECTS,Group,3093.4875,3067.95,3117
MIROC5,rcp45,2014,INSECTS: High Severity [Type],Type,34.0675,32,35
MIROC5,rcp45,2014,INSECTS: Low Severity [Type],Type,2931.8725,2906,2955
MIROC5,rcp45,2014,INSECTS: Medium Severity [Type],Type,127.5475,123,131
MIROC5,rcp45,2014,MANAGEMENT: Forest Clearcut [Type],Type,403.1825,158.97500000000002,647
MIROC5,rcp45,2014,MANAGEMENT: Forest Thinning [Type],Type,305.3275,91,509
MIROC5,rcp45,2014,MANAGEMENT: Orchard Removal [Type],Type,184.6,68.975,302
MIROC5,rcp45,2014,URBANIZATION,Group,189.775,83.975,271.0899999999999
MIROC5,rcp45,2014,URBANIZATION: Annual->Developed [Type],Type,40.145,24,67.02999999999997
MIROC5,rcp45,2014,URBANIZATION: Forest->Developed [Type],Type,31.975,9,47.059999999999945
